"review_id","business_id","stars","text"
"5CUCpTaV-YR2DzYHjpgQyQ","HJisBzwgGpCZu0ZkO8LFzA",4,"This might be the best Chinese buffet in Austin Texas. Clean, friendly, with good food as long as you go during lunch or dinner hours (it gets pretty stale during off hours, but that seems to be an issue with most buffet places). Their sushi bar is out of this world with freshness and selection. I've been going here for years, and I'd say 80% of my trips have been very satisfactory, with my only so-so experiences being when I've gone during off hours. The dessert bar is okay, but they have a ton of fresh fruit and their apple crisp is very good."
"nPuZpbJA0a5qFLxIhENs3A","HJisBzwgGpCZu0ZkO8LFzA",3,"This place is the epitome of average as far as quality of food goes. The sushi was okay, the chicken was hard to chew (like unbearably hard to chew) and the overall taste of everything else I tried was left to be desired. The place itself is interesting and has a cool aesthetic but the quality really just wasn't there. Not to mention, it is extremely overpriced. I don't mind paying extra for quality food/service but I don't see how they justify their steep prices (on a Friday) for the most mediocre of foods. However, the staff was really nice and seemed to thoroughly enjoy working there, so that's a positive. Even with that said, I probably won't ever come back again."
"GvCxu0pSpPrmvi1Hkms0uA","HJisBzwgGpCZu0ZkO8LFzA",4,"For about $12, this is the best Asian buffet in town.  You get sushi, a whole spread of Korean dishes, and the staple Chinese dishes (probably north of 30 options?).  There are soups, vegetarian options, and desserts available.  You can literally eat yourself into a coma and not realize it.

Favorites: mussels, salmon, bulgogi, sushi, jap chae, jalapeno shrimp, peach cobbler+vanilla soft serve + banana pudding.

I'll be back, and so should you."
"YzuNzsuIL4hKMFfNn1oo6w","HJisBzwgGpCZu0ZkO8LFzA",4,"Place is good for a buffet. They used to have lot of foods but nowadays I don't find too many options. they also have Sushi it not great but it is good on a buffet menu. 
I would say this place can be little more clean. overall I can say it is worth for the money."
"YhzM2rwEQIIVCANtvqgeMA","HJisBzwgGpCZu0ZkO8LFzA",5,"This is hands down the best buffet in Austin. I've never had a bad meal here. Everything is pretty tasty but the highlights are the galbi (on weekends), the seafood salad, chicken wings, terriyaki chicken, dumplings, veggie fritters, Jap chae, and the sushi is pretty good for buffet sushi (which is not an easy accomplishment). I've been coming here for over 11 years and it's always a good experience. Service is good even when they are busy. The bathrooms could be a little better, as partitions in the men's room stalls are falling apart. There's lots of good dessert there too, including pies, cakes, ice cream, and cobbler, all of it looks appealing and fresh."
"9UAQt9xBz9dw09iA8HxC4A","HJisBzwgGpCZu0ZkO8LFzA",4,"Hit or miss on the food selection but overall pretty good. The servers are SO friendly here. And for the amount of food I usually eat, it's worth the price. Come hungry."
"dHUazCfaAy63OukPrWU6bQ","HJisBzwgGpCZu0ZkO8LFzA",2,"It's hard to get excited about a Chinese buffet.  And this one didn't disappoint.  
Large buffet.  Lots of choices.  Food was average nothing special.  Rolls were flavorless.
As for cleanliness, table was sticky like they just wiped down and didn't clean it.   
So if you're set on a buffet and need to get full, this one will do that.  
Not much else to say."
"ESpFD0ccviVm8fA3VlsNuA","HJisBzwgGpCZu0ZkO8LFzA",4,"This is a go to favorite for lunch with my coworkers. This place has EVERYTHING. I love the fried rice, teriyaki chicken, and bulgogi beef. Great for big groups!"
"yCh_8mRrRrr0UFjxdsRu8w","HJisBzwgGpCZu0ZkO8LFzA",3,"I go to this place in rare moon. it's one of the place that you just go in and eat. I eat here when I want to be alone and I don't want to be bother.  I am usually reading a book or Austin Chronicles.  I think the restaurant could be better when it come to tables being cleaner.  The reason I keep coming back is because they food doesn't stay long in the trays for a long period of time since they have so many patrons. 

A metaphor would be: this place is not like a Lexus but more of Honda."
"ci19zQA14vqv0gRf_PXLPQ","HJisBzwgGpCZu0ZkO8LFzA",5,"Place has plenty of food and dessert even for the pockets eater. Place is great when no one could decide what to eat ..."
"7JEMxPNB045NxlAauv5_3Q","HJisBzwgGpCZu0ZkO8LFzA",5,"I hate buffets but remembered how good this was several years ago when I was in Austin.  Hands down the best buffet I've ever been to.  Excellent presentation. Chef was inspecting all dishes while I was there. Great flavor and huge variety.  Even the iced tea was excellent.  Great service and for 9.50 this was a real treat for us today.   Sushi rolls were phenomenal and so well presented and prepared.  You guys really do a great job."
"epfJ1TAU0XYXHbBatRZiag","HJisBzwgGpCZu0ZkO8LFzA",3,"Nice, well layed out buffet, and the Korean dishes were the reason I wanted to eat here. As with most Sundays, families were out in full eating force, and almost every table was full of families with plates piled high of everything Asian. The fried rice was fresh, the Korean vegetable pancakes crispy, and velvety at the same time. Pan fried mandu dumplings were tasty, the skins a little chewy. The Korean sides of bean sprouts, kimchi, and seaweed salad were all flavorful, and well prepared for a buffet.  The Korean short ribs (galbi) must be one of the most popular offerings here, I did not try them, but diners around me were partaking in stacks of the galbi. The spicy Korean tofu soup was filling with tofu, shrimp, and zucchini. The broth a fiery red, tasty, but not so spicy you wouldn't be able to eat it. 
I skipped dessert, but did take a quick look over. The cakes, and ice cream were popular with diners all around me. For the price, and offerings of food, I'd say this is a great deal. Service was friendly, parking lot navigable, and overall experience one of the better ones for a buffet."
"eZU4Rgrb_C2udrbVk7V6Hg","HJisBzwgGpCZu0ZkO8LFzA",2,"Food is ehhh.  I didnt like everything.  The salad isn't fresh, taste old.   The hot food is just ok, some are good, some are just cold.  Not impressed overall and for the price is definitely not worth it."
"_3WVmtAH8fUEWh4RkESm1Q","HJisBzwgGpCZu0ZkO8LFzA",2,"Gross. Would not recommend. Used to be better. 

Saturday night and food was cold, unflavorful. Honestly not a single dish was appetizing. Large selection though."
"6Fp9kql6A5equ4yyuAB1kw","HJisBzwgGpCZu0ZkO8LFzA",2,"We have visited this Buffet Palace, and notice they are seriously downgrading the quality and selection of the foods. Now the food left there are very cheap and low-end. Another buffet restaurant we usually visit is Buffet King in north Austin. As we compare two buffet restaurants, this one is more expensive and has much cheaper foods. Another small problem with this restaurant is that their foods are usually over burned, not good for heath. One more issue is that they stop making foods more than 1 hour before they close. It means if you go there late, it will be difficult to get fresh foods there."
"4nE9jNip-8fHEXyIqsqocg","HJisBzwgGpCZu0ZkO8LFzA",5,"What's this? A good Chinese buffet in Austin? Umm, as long as you avoid the Chinese. Don't get me wrong: the Chinese food isn't bad, it's just that it's your standard Americanized-Chinese buffet fare: chicken, beef, and pork in cloyingly heavy sauces. They have some more upscale items, like salmon, but their upscale items get dried out after sitting under the heat lamps for a while, and aren't that great even if you get to them right as they're delivered. And they've got the  usual stuff like pizza, for picky eaters who walked into a Chinese buffet but didn't want Chinese food.

The freshness of the sushi isn't bad, for a buffet, but the rolls are 99 and 44/100% pure rice and .56% sushi.

So why am I giving this place five stars? First of all, expectations are just lower at a buffet. But more importantly, the Korean food here is actually good. Multiple types of kimchi, bulgogi, soup, seaweed salad, jap chae, not to mention multiple variates of ceviche (including Korean octupus ceviche), plus a good selection of dumplings. If you just want one dish, you can do better for the same price at Korean Grill, Manna, Misung 888, New Oriental Market, Chosun Galbi, Shilla, Osaka Mansun, Odaku Sushi, or Korean Garden, but you can't beat the variety here."
"hhPAVYsde-xqhwgN2Ws_Vg","HJisBzwgGpCZu0ZkO8LFzA",5,"After reading others' reviews, I was a bit hesitant to check this place out but I am glad I did. They serve excellent food of a wide variety: Japanese, Korean, Chinese, and South Asian. I agree with previous reviewers that their sushi isn't top of the line, but I have eaten worse. After all, this ISN'T a sushi restaurant; They just throw them in in addition to many other tasty dishes. If you love sea food, you'd love the selection there. Where else would you go to eat that much quality food for $11? It was entertaining just to be there. I've been to asian buffets in many large cities and this one stands out. Highly recommended!"
"LKHAs-qZwNTT-YRhT1VizA","HJisBzwgGpCZu0ZkO8LFzA",4,"This is probably THE best Asian buffet in town. The caveat is, of course, that it is still a buffet, so it won't be as fresh and tasty as what you would find in a sit-down restaurant.  There are a ton of average/mediocre buffets in Austin, none of which make me really WANT to go there. Buffet Palace is one I'll make an exception for. There are two things which stand out here:
1) Makizushi
2) Some Korean foods

Let me start with the Korean food. There is Bulgoki, pork Bulgoki, Kimchi, and a two very good soups. My all time favorite is Dak Yukgaejang. I like it so much I've tried making it at home. Think of it as a spicy chicken vegetable soup. It has diakon, chicken, beans sprouts, onions, and a nice spicy broth. The Kimchi is OK, and the Bulgoki is not bad at all.

The Makizushi is good. For a buffet, they make some really tasty rolls. They have your traditional rolls, but they have really gone above and beyond in coming up with their own variations which are very tasty and I give them  a lot of kudos for that.

Their entrees are also nice and flavorful, and they have some things that you don't find in a lot of other buffets. On top of that, due to the relatively high volume of traffic, the food is brought out fairly frequently before it has a chance to go stale. That makes you almost forget you're eating at a buffet.

If you're looking for a buffet, but you're tired of the average buffet with stale food and so-so selection, go to Buffet Palace."
"fk1U_3HvnUb0fMDypbgkfQ","HJisBzwgGpCZu0ZkO8LFzA",5,"Best Chinese buffet I've been to in Austin and I've been to a lot. Great selection. Fresh food. Clean. Great service. I will definitely be here OFTEN"
"uxNDW0GvtSbwSK5-UA2FkA","HJisBzwgGpCZu0ZkO8LFzA",5,"It's voted the number 1 buffet in austin for the last 8 years (or something like that) for a reason! The food is great and tasty, and the service is good. Although I don't like the spring rolls and sushi.. I would still highly recommend!"
"0VExNdVkEnHmnS_Q4P7J5A","HJisBzwgGpCZu0ZkO8LFzA",1,"Great food for people who know nothing about how Chinese food should taste. Everything from the soup to the kung pao chicken is blander and greasier  than even the standard strip-joint Chinese restaurant. 

But that's not what prompted this review. Had a Groupon; the waitress added 15 percent tip on the bill ($4.50). This has never happened with a Groupon before, but what the hell. I put the credit card on the tray. Back comes the billing slip--itemized receipt I didn't pocket is now gone--showing an 11.48 bill and a 1.51 included tip, and a request for a more robust tip. That is, they're hoping you missed the fact that 4.50 was added on, so you add another 3 bucks for a 7 dollar tip on buffet service (bussing the freaking table). Criminal. If you're indeed attracted to this grease-laden crappy food, be sure to keep a vigilant eye on your check."
"N10DpqMOcnwFpLuCVcgXgQ","HJisBzwgGpCZu0ZkO8LFzA",2,"My wife and I ate here during our last night of an Austin vacation. It was something quick and easy with wide selection for both veg and non-veg. I found a lot of the dishes I tried much too bland or oddly flavored. There were some very tasty desserts and the place seemed clean enough. Service was pretty good but there was a lot of cross contamination of foods. In short, while we weren't looking for anything thrilling this place did disappoint."
"lLqz9SFaAgYf_jAMNTgaiQ","HJisBzwgGpCZu0ZkO8LFzA",4,"I go once or twice a month and it is what it is.  All you can eat food for an acceptable price.  Sure the food is not cooked to order but it is edible and for the most part quite good.  Sushi selection is decent.  Cold salad selection is good.  Sake and beer available which is a plus as most buffets in Austin are dry.  Staff sing happy birthday and bang on drums."
"94zafA-KuobMjJoTRwPJlA","HJisBzwgGpCZu0ZkO8LFzA",4,"This is our fun night out location for our kids. It is good, as far as buffets go. The restaurant is always very clean, and they have a good variety of Japanese, Chinese, and Korean food. The kimchi is pretty good, and the sushi above average for a buffet, but not as good as what you get in a sushi dedicated eatery.

Lots of seafood and shellfish also, and even LA ribs on most nights.

The desserts are also above average for a buffet.

My rating reflects four stars as a buffet only."
"3TiDetQtKmzwpNpKJyMGOg","HJisBzwgGpCZu0ZkO8LFzA",4,"Still good every time we go! My boyfriend loves the huge selection here. Food is always fresh and the restaurant is kept clean. A little more expensive but worth the money! :)"
"JTvwxzLVes3e-oOmv3RnJA","HJisBzwgGpCZu0ZkO8LFzA",2,"I wish that Austin had a better selection of greasy chinese buffets. We've all been to that low point in our lives where nothing will cure our seemingly endless depression like an all you can eat buffet of MSG. Wait- that's just me? Anyway Buffet Palace used to be the shit when it was the head honcho of Austin's buffet scene. But we have grown as a city and unfortunately Buffet Palace got left behind."
"q1_-MtfDiMpiVk3wKHrPgw","HJisBzwgGpCZu0ZkO8LFzA",2,"I use to eat here more often when I lived in South Austin and this was my first time back since moving up north, over 2 years ago.   I was always a fan of the Spicy Chicken soup and this was the reason for my return. 

I was so disappointed - the chicken has been replaced with TOFU!!!  The broth was still good but I could not see any chicken although the name was still the same....

Service was ok, use to be better.. they have more dipping sauces to choose from but this place has changed, and not for the better.  The sushi was not as fresh, the crab rangoons didn't not have much if any cream cheese as that texture was not creamy and it looked horrid and did not taste much better.  The desserts actually improved though which was surprising.

To sum it up, the food and service got worse yet the prices went up.  I will not be returning here at all and left extremely disappointed as this was the only half way decent oriental buffet place in Austin... now I can officially say that all oriental buffet restaurants in Austin are nasty - do not waste your money!"
"rYl112NjuNoUauS20vK6Zg","HJisBzwgGpCZu0ZkO8LFzA",5,"WOW!  Being new to Austin, finding a great Chinese buffet has been challenging. Thankfully, I found buffet palace! EVERYTHING is fresh, clean, and delicious! Tons of variety from sushi to sesame chicken to various salads! Not to mention the dessert size! Tried every cake (mini portions which is nice) and all were amazing! Ice cream on point. Will definitely be returning asap! Great service, friendly environment, tables were clean!  Check this place out!"
"sEO-_lxq9nXJ0rnSL4Zz2w","HJisBzwgGpCZu0ZkO8LFzA",4,"Lots of selection here! I was fascinated at how many soups they have here. They were good but I don't fill up on soups at buffets!

The korean marinated short ribs were probably the best thing and they make it right on the buffet line! Good flavor and always tender. There is lots of seafood on the line: shrimp, crab, mussels and more! Those are just what I go for. The sushi there is okay but not the best and lots of rice on the rolls. 

The rest of the buffet line has your standard fried rice, noodles, sesame chicken, etc. All of it tastes good but go for the korean marinated short ribs."
"s3BMyzUgGTN0WZj5iacdNg","HJisBzwgGpCZu0ZkO8LFzA",1,"Terrible... I've been to many buffets in my lifetime and this was the worst. Couldn't even finish a whole plate. Egg drop soup was a gross pale color. The food was cold except the sushi it was nice and warm (grosssss)!!! Would not recommend to anyone !!! Waste of 25$...."
"tPz4_3l3foTbVDNQt8Qd-w","HJisBzwgGpCZu0ZkO8LFzA",5,"Go here! I guarantee you will enjoy yourself' today was my Frist time to visit for lunch . This is the BEST ASIAN buffet in Austin ... Fresh homemade dumplings  ...so much variety of sushi 'yummy ! I will be back for more!!"
"yq9VMajCg9-7rhIW6HdaAw","HJisBzwgGpCZu0ZkO8LFzA",4,"I'm there about once a week. The salmon is usually my favorite - though every once and a while it is way too dry. Sushi is pretty good, and they have a nice variety. I've always had very nice waitpersons - one hugs me when I come in."
